season,season_type,bucket,qb_id,qb,team,games,n,epa,epa2,succ,cpoe,cpoe_n,sacks,ints,tds,att,comp
2021,REG,late,00-0027973,A.Dalton,CHI,5,40,1.7681713607455602,136.38147260927636,14.0,-183.57615023851395,31,4.0,1.0,2.0,38.0,19.0
2021,REG,late,00-0036442,J.Burrow,CIN,9,38,26.355271491789726,149.85048966630774,23.0,708.2634478807449,31,4.0,1.0,3.0,38.0,25.0
2021,REG,late,00-0032156,T.Siemian,NO,5,31,18.3479051824603,57.56703960432026,18.0,415.49876034259796,28,0.0,0.0,3.0,31.0,22.0
2021,REG,late,00-0030520,M.Glennon,NYG,5,30,-5.262631517994916,157.15083569566718,15.0,43.52382719516754,26,0.0,3.0,3.0,28.0,18.0
2021,REG,late,00-0023459,A.Rodgers,GB,12,29,0.8998497769267093,76.0992180719393,13.0,-157.0154368877411,21,4.0,0.0,2.0,26.0,11.0
2021,REG,late,00-0033275,P.Walker,CAR,4,28,-1.4754645774664823,60.45191449715622,12.0,-177.93687283992767,24,3.0,0.0,1.0,27.0,12.0
2021,REG,late,00-0036197,J.Fromm,NYG,2,25,-5.016217638505623,34.70345676021658,9.0,-348.2872426509857,21,2.0,1.0,0.0,24.0,9.0
2021,REG,late,00-0036212,T.Tagovailoa,MIA,11,25,5.358560980006587,75.36224183184751,12.0,-65.47030806541443,23,1.0,2.0,2.0,24.0,14.0
2021,REG,late,00-0033119,J.Brissett,MIA,4,23,3.194426701011512,52.73687928139157,12.0,15.636643767356873,19,0.0,0.0,1.0,21.0,13.0
2021,REG,late,00-0030565,G.Smith,SEA,3,22,-11.214661644736879,60.248872993173336,8.0,-90.69001078605652,17,3.0,1.0,0.0,21.0,10.0
2021,REG,late,00-0034771,M.Rudolph,PIT,2,22,-5.7774510486924555,14.84023739406604,10.0,-281.53360188007355,21,0.0,0.0,0.0,21.0,12.0
2021,REG,late,00-0035704,D.Lock,DEN,4,18,-10.30171783159321,33.56333708146436,4.0,-312.2455269098282,15,3.0,1.0,0.0,18.0,5.0
2021,REG,late,00-0037012,T.Lance,SF,3,18,9.274125735690703,33.36052331078825,11.0,-56.8639874458313,15,0.0,0.0,1.0,16.0,9.0
2021,REG,late,00-0026197,C.Henne,KC,1,17,0.3890283592045307,16.880220373506717,10.0,49.105504155159,15,0.0,0.0,0.0,16.0,11.0
2021,REG,late,00-0026300,J.Johnson,NYJ,1,17,2.4574016668484546,49.894628241549334,11.0,-41.073110699653625,16,0.0,1.0,1.0,16.0,11.0
2021,REG,late,00-0027688,C.McCoy,ARI,3,15,-0.8274409606819972,19.897038460540298,6.0,-106.3909500837326,14,0.0,0.0,0.0,14.0,9.0
2021,REG,late,00-0036264,J.Love,GB,4,15,-3.3683031544205733,95.57376556341983,7.0,-105.56112825870514,13,1.0,2.0,1.0,14.0,7.0
2021,REG,late,00-0027939,C.Newton,CAR,2,14,-7.739106164604891,13.347104522697416,3.0,-8.580860495567322,13,1.0,1.0,0.0,14.0,9.0
2021,REG,late,00-0028118,T.Taylor,HOU,3,13,-4.86620884257718,20.30619408715018,4.0,49.398958683013916,13,0.0,0.0,0.0,13.0,10.0
2021,REG,late,00-0031503,J.Winston,NO,4,12,-2.6676838946931904,33.05700701723885,4.0,-88.20936381816864,10,1.0,1.0,1.0,12.0,5.0
2021,REG,late,00-0032434,B.Allen,CIN,2,11,3.023002790330909,20.386900460267718,5.0,-120.11599540710449,10,0.0,0.0,1.0,11.0,5.0
2021,REG,late,00-0026158,J.Flacco,NYJ,2,10,7.076966294642988,16.723691878870547,8.0,160.4873150587082,9,0.0,0.0,1.0,10.0,8.0
2021,REG,late,00-0033357,T.Hill,NO,3,10,-6.639246890204959,123.44028604582851,4.0,-237.8382384777069,7,1.0,2.0,1.0,8.0,3.0
2021,REG,late,00-0027948,B.Gabbert,TB,5,8,1.7852654517872475,18.72933811197663,3.0,-6.602144241333008,8,0.0,0.0,0.0,8.0,5.0
2021,REG,late,00-0033662,C.Rush,DAL,1,8,6.1789616238093,15.269362255086648,5.0,107.9705148935318,8,0.0,0.0,1.0,8.0,6.0
2021,REG,late,00-0034343,J.Rosen,ATL,3,8,-15.215097883017734,78.56373729143797,1.0,-322.80540615320206,7,0.0,1.0,0.0,8.0,1.0
2021,REG,late,00-0034401,M.White,NYJ,2,8,3.6825253197313286,19.52471243357346,5.0,85.45878529548645,7,0.0,0.0,2.0,8.0,6.0
2021,REG,late,00-0029567,N.Foles,CHI,1,7,7.396394518829882,24.715588638835804,5.0,88.53785693645477,5,1.0,0.0,1.0,7.0,4.0
2021,REG,late,00-0032245,S.Mannion,MIN,1,7,-0.692027987446636,8.052849858160975,2.0,-130.75511902570724,7,0.0,0.0,0.0,7.0,3.0
2021,REG,late,00-0034577,K.Allen,WAS,2,7,-0.6680273325764574,28.703923626468203,4.0,85.46859920024872,6,1.0,0.0,1.0,7.0,5.0
2021,REG,late,00-0028986,C.Keenum,CLE,3,6,-3.2500056252465583,13.515580145486695,3.0,-56.02104663848877,5,1.0,0.0,0.0,6.0,3.0
2021,REG,late,00-0034177,T.Boyle,DET,3,6,-7.503747236449271,32.563648910980675,3.0,-0.5406290292739868,6,0.0,2.0,0.0,6.0,4.0
2021,REG,late,00-0026300,J.Johnson,BAL,1,5,-3.6706543270265684,19.89983772927281,3.0,-79.70616817474365,5,0.0,1.0,0.0,5.0,3.0
2021,REG,late,00-0031395,G.Gilbert,WAS,1,5,-3.6060107968514785,12.593935478559674,1.0,29.98066544532776,4,1.0,0.0,0.0,5.0,3.0
2021,REG,late,00-0036226,J.Eason,IND,1,5,-3.102543077489827,7.089547372750653,1.0,-123.27418029308319,5,0.0,1.0,0.0,5.0,2.0
2021,REG,late,00-0036929,I.Book,NO,1,5,-0.43233745580073446,18.484815681195887,1.0,-115.81534743309021,4,0.0,1.0,0.0,4.0,1.0
2021,REG,late,00-0026625,B.Hoyer,NE,3,4,9.741959253879031,26.32815747123325,4.0,138.24467957019806,4,0.0,0.0,1.0,4.0,4.0
2021,REG,late,00-0033869,M.Trubisky,BUF,3,4,-0.6642844922025688,22.75018461714074,2.0,-4.667085409164429,3,0.0,1.0,0.0,3.0,2.0
2021,REG,late,00-0035289,G.Minshew II,PHI,1,4,5.3806255531818605,33.352564586662886,2.0,100.66617131233215,3,0.0,0.0,1.0,4.0,3.0
2021,REG,late,00-0033319,N.Mullens,CLE,1,2,3.560032397566829,17.568747705259298,1.0,75.53001940250397,2,0.0,0.0,1.0,2.0,2.0
2021,REG,late,00-0035040,D.Blough,DET,1,2,-0.5860745162935928,0.9844906944057117,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2021,REG,late,00-0035752,C.Streveler,ARI,1,2,-1.6407850862015039,1.5084817354832372,0.0,-81.67315125465393,1,1.0,0.0,0.0,2.0,0.0
2021,REG,late,00-0031941,J.Crowder,NYJ,1,1,1.053,1.108809,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0
2021,REG,late,00-0035685,D.Montgomery,CHI,1,1,-3.1767500246642157,10.091740719204095,0.0,-45.82794904708862,1,0.0,1.0,0.0,1.0,0.0
2021,REG,late,00-0036825,F.Franks,ATL,1,1,-3.8404934149584733,14.749389670339395,0.0,-83.25349688529968,1,0.0,1.0,0.0,1.0,0.0
2021,REG,ot,00-0031280,D.Carr,LV,4,21,6.0170520686745395,86.80589532431976,11.0,301.549568772316,17,1.0,1.0,1.0,21.0,12.0
2021,REG,ot,00-0029701,R.Tannehill,TEN,3,17,-3.2620875444768487,5.410215117039773,5.0,-255.48906922340393,16,1.0,0.0,0.0,17.0,8.0
2021,REG,ot,00-0034796,L.Jackson,BAL,3,17,-0.8730429183924571,55.576333351016174,12.0,236.4585131406784,14,1.0,1.0,1.0,16.0,12.0
2021,REG,ot,00-0029604,K.Cousins,MIN,3,13,2.910443763481453,22.05365301973559,6.0,167.9496020078659,12,0.0,0.0,1.0,13.0,10.0
2021,REG,ot,00-0034771,M.Rudolph,PIT,1,12,-3.4846732746518683,9.103884896060727,5.0,-31.455892324447632,12,0.0,0.0,0.0,12.0,8.0
2021,REG,ot,00-0031345,J.Garoppolo,SF,2,11,9.585110079669121,26.61131018869188,8.0,221.98566794395447,11,0.0,0.0,1.0,11.0,10.0
2021,REG,ot,00-0022924,B.Roethlisberger,PIT,2,10,3.3455876434454694,14.103637157182963,4.0,34.16702151298523,10,0.0,0.0,0.0,10.0,7.0
2021,REG,ot,00-0036442,J.Burrow,CIN,3,10,-1.388555388425405,61.01708582278143,5.0,34.48549807071686,8,2.0,1.0,0.0,10.0,6.0
2021,REG,ot,00-0033119,J.Brissett,MIA,1,9,-0.48973096333779087,20.394954340959853,2.0,-97.13053405284882,9,0.0,0.0,0.0,9.0,4.0
2021,REG,ot,00-0033077,D.Prescott,DAL,2,8,4.608583485125564,19.10329483514762,5.0,110.9901875257492,8,0.0,0.0,1.0,8.0,7.0
2021,REG,ot,00-0033106,J.Goff,DET,1,7,-2.447868509494668,9.820619762993559,2.0,-40.31606316566467,5,2.0,0.0,0.0,7.0,3.0
2021,REG,ot,00-0037013,Z.Wilson,NYJ,1,7,3.8384155521634966,8.522688389330403,4.0,-83.2159161567688,7,0.0,0.0,0.0,7.0,4.0
2021,REG,ot,00-0035710,D.Jones,NYG,1,6,4.810282920778263,11.231083536537973,4.0,133.45686793327332,5,0.0,0.0,0.0,5.0,5.0
2021,REG,ot,00-0036355,J.Herbert,LAC,1,6,1.765569286524706,33.452125266498484,2.0,-200.13383626937866,6,0.0,0.0,0.0,6.0,2.0
2021,REG,ot,00-0032950,C.Wentz,IND,1,5,-7.357426511298399,27.412052854845548,1.0,-213.2765531539917,5,0.0,1.0,0.0,5.0,1.0
2021,REG,ot,00-0033873,P.Mahomes,KC,1,5,5.594458200968802,17.47445905534066,3.0,-86.76375150680542,5,0.0,0.0,1.0,5.0,3.0
2021,REG,ot,00-0019596,T.Brady,TB,1,4,5.972023879177868,37.39811523281915,3.0,77.80826687812805,4,0.0,0.0,1.0,4.0,4.0
2021,REG,ot,00-0023459,A.Rodgers,GB,1,4,1.061040603436294,3.901007038018623,2.0,15.24171233177185,3,1.0,0.0,0.0,4.0,2.0
2021,REG,ot,00-0026498,M.Stafford,LA,1,4,-1.8341925215208903,1.9009725783248412,1.0,-146.91359102725983,4,0.0,1.0,0.0,4.0,1.0
2021,REG,ot,00-0030565,G.Smith,SEA,1,4,-4.811273358820472,33.58822490245461,2.0,59.51813459396362,2,2.0,0.0,0.0,4.0,2.0
2021,REG,ot,00-0029263,R.Wilson,SEA,1,3,-2.8918963754549623,3.8610319928236727,0.0,-89.88771736621857,2,1.0,0.0,0.0,3.0,0.0
2021,REG,ot,00-0035993,T.Huntley,BAL,1,3,-1.9299180486705154,2.2192921798223693,1.0,-137.3251497745514,2,0.0,0.0,0.0,2.0,0.0
2021,REG,ot,00-0036972,M.Jones,NE,1,3,-0.8203955653589219,4.251479467049792,1.0,-82.5288712978363,3,0.0,0.0,0.0,3.0,1.0
2021,REG,ot,00-0034857,J.Allen,BUF,1,2,-1.416217841207981,1.4257980404529267,0.0,-47.409188747406006,2,0.0,0.0,0.0,2.0,1.0
2021,REG,q1,00-0033873,P.Mahomes,KC,17,178,55.90581697566719,337.6144108503015,104.0,1310.9095513820648,151,5.0,2.0,10.0,166.0,117.0
2021,REG,q1,00-0019596,T.Brady,TB,17,177,34.86205307244157,345.97602403567555,98.0,439.82607424259186,172,3.0,2.0,12.0,175.0,123.0
2021,REG,q1,00-0033077,D.Prescott,DAL,16,171,45.91878927364292,436.781830017835,97.0,535.8819484710693,158,6.0,3.0,10.0,167.0,115.0
2021,REG,q1,00-0034857,J.Allen,BUF,17,160,12.205103993736577,339.95558850475174,77.0,260.825252532959,132,7.0,2.0,8.0,149.0,90.0
2021,REG,q1,00-0026498,M.Stafford,LA,17,151,-0.3252944872577128,397.0220220079341,70.0,-387.32343912124634,141,7.0,4.0,4.0,148.0,95.0
2021,REG,q1,00-0031280,D.Carr,LV,17,149,-1.0740859506198714,456.11183656986316,62.0,-704.7812640666962,135,7.0,3.0,5.0,146.0,91.0
2021,REG,q1,00-0036355,J.Herbert,LAC,17,147,8.066658517877151,308.97515453272774,69.0,-543.4694737195969,135,4.0,2.0,5.0,140.0,92.0
2021,REG,q1,00-0036442,J.Burrow,CIN,16,146,-18.22286031611325,521.9888909728759,63.0,-85.51401793956757,129,9.0,4.0,4.0,140.0,88.0
2021,REG,q1,00-0026143,M.Ryan,ATL,17,144,-10.250947033295176,283.16168268584613,64.0,-431.4953565597534,127,10.0,0.0,1.0,139.0,83.0
2021,REG,q1,00-0023459,A.Rodgers,GB,16,139,2.974079497332133,335.6604018561621,59.0,305.37792444229126,121,11.0,1.0,5.0,135.0,86.0
2021,REG,q1,00-0029701,R.Tannehill,TEN,17,138,-14.284621243786775,488.0934540797663,60.0,-73.76765608787537,121,10.0,5.0,3.0,134.0,81.0
2021,REG,q1,00-0029604,K.Cousins,MIN,16,128,25.734230133690488,414.5429963953475,67.0,1185.3715166449547,111,8.0,1.0,9.0,120.0,87.0
2021,REG,q1,00-0034855,B.Mayfield,CLE,14,125,14.558219936713165,331.9891909747237,60.0,11.673127114772797,107,9.0,3.0,2.0,119.0,73.0
2021,REG,q1,00-0036389,J.Hurts,PHI,15,125,6.0873042521418395,329.360998478445,52.0,-185.2187991142273,110,4.0,3.0,5.0,116.0,71.0
2021,REG,q1,00-0022924,B.Roethlisberger,PIT,16,120,-30.527304053847686,360.8252865125378,44.0,-641.6553929448128,110,7.0,5.0,2.0,119.0,68.0
2021,REG,q1,00-0036971,T.Lawrence,JAX,17,120,8.078161883681771,285.9545592795779,53.0,222.50350713729858,103,7.0,0.0,2.0,113.0,73.0
2021,REG,q1,00-0032950,C.Wentz,IND,17,118,8.48196337467733,420.54895940071737,57.0,-274.102520942688,103,8.0,0.0,8.0,117.0,70.0
2021,REG,q1,00-0031800,T.Heinicke,WAS,15,113,-16.4015425844806,370.0304066379604,56.0,22.483229637145996,97,6.0,3.0,2.0,107.0,65.0
2021,REG,q1,00-0036212,T.Tagovailoa,MIA,12,111,-4.7386392126463015,265.2459854092137,53.0,378.4509003162384,97,10.0,2.0,3.0,109.0,71.0
2021,REG,q1,00-0035228,K.Murray,ARI,14,109,17.824527589592623,303.2410480867196,53.0,824.4054287672043,95,7.0,1.0,5.0,105.0,73.0
2021,REG,q1,00-0031345,J.Garoppolo,SF,15,104,3.683440465567328,300.0242095916553,51.0,126.73408091068268,100,4.0,4.0,3.0,104.0,68.0
2021,REG,q1,00-0036972,M.Jones,NE,17,102,-2.618734985823064,285.0366695646502,53.0,669.7524130344391,89,10.0,2.0,3.0,99.0,70.0
2021,REG,q1,00-0034796,L.Jackson,BAL,12,100,-20.111692064064517,208.99622882767366,40.0,-517.2580868005753,81,9.0,3.0,0.0,90.0,50.0
2021,REG,q1,00-0031237,T.Bridgewater,DEN,14,97,1.8622564429019683,179.51503058348908,43.0,110.31154096126556,82,8.0,1.0,1.0,94.0,55.0
2021,REG,q1,00-0034869,S.Darnold,CAR,11,97,0.986592159497691,218.0969505336592,45.0,-42.03326255083084,84,4.0,2.0,3.0,93.0,59.0
2021,REG,q1,00-0033106,J.Goff,DET,14,93,-12.605486756541929,237.14675040791963,34.0,-250.38518011569977,80,11.0,1.0,3.0,92.0,56.0
2021,REG,q1,00-0029263,R.Wilson,SEA,14,92,-7.044910502704415,297.1711591683576,35.0,646.3903784751892,71,9.0,0.0,5.0,85.0,54.0
2021,REG,q1,00-0035710,D.Jones,NYG,11,91,-4.683053688255965,230.18310915579286,38.0,-364.708536863327,71,6.0,1.0,1.0,80.0,45.0
2021,REG,q1,00-0036898,D.Mills,HOU,11,76,-13.325438227215372,144.5583758122063,33.0,-36.46411597728729,70,6.0,1.0,3.0,76.0,52.0
2021,REG,q1,00-0037013,Z.Wilson,NYJ,13,76,-19.40987792675521,176.3751025922345,30.0,-1097.2803980112076,65,5.0,3.0,1.0,73.0,35.0
2021,REG,q1,00-0031503,J.Winston,NO,7,62,4.036233197310665,199.88873359366815,27.0,-398.7684652209282,50,3.0,1.0,3.0,56.0,31.0
2021,REG,q1,00-0036945,J.Fields,CHI,12,61,-10.820169315431468,159.4450588181522,26.0,-97.54684716463089,48,4.0,3.0,0.0,53.0,29.0
2021,REG,q1,00-0027973,A.Dalton,CHI,6,53,-22.033353799444498,247.42372936278272,17.0,-1.9797176122665405,45,4.0,3.0,2.0,53.0,34.0
2021,REG,q1,00-0033119,J.Brissett,MIA,7,53,3.5331171072066394,104.18100976327233,27.0,-126.49291753768921,44,3.0,2.0,1.0,50.0,28.0
2021,REG,q1,00-0028118,T.Taylor,HOU,6,51,-9.355124107638106,257.0740118207552,25.0,-334.37408208847046,44,4.0,3.0,2.0,49.0,27.0
2021,REG,q1,00-0033357,T.Hill,NO,5,44,11.535132663622557,85.22029157241734,21.0,122.83731400966644,39,1.0,0.0,1.0,41.0,27.0
2021,REG,q1,00-0034401,M.White,NYJ,3,36,-12.239670330367517,170.78241915044742,17.0,-107.53994882106781,36,0.0,3.0,1.0,36.0,25.0
2021,REG,q1,00-0027939,C.Newton,CAR,6,35,-6.007242416373626,110.9477128374776,17.0,-315.10104835033417,33,1.0,1.0,2.0,34.0,20.0
2021,REG,q1,00-0035993,T.Huntley,BAL,4,34,1.2525506021338515,82.68268322500677,14.0,276.9864797592163,26,5.0,1.0,1.0,31.0,21.0
2021,REG,q1,00-0027688,C.McCoy,ARI,3,31,-2.1355035488377325,113.27111464628237,15.0,73.96094799041748,28,2.0,1.0,1.0,31.0,21.0
2021,REG,q1,00-0030520,M.Glennon,NYG,4,31,-20.525715927032355,201.77637841622456,11.0,-17.44871735572815,29,2.0,3.0,1.0,31.0,18.0
2021,REG,q1,00-0032156,T.Siemian,NO,4,26,-14.747387142153457,62.48048593125879,9.0,-353.7669897079468,23,3.0,1.0,0.0,26.0,13.0
2021,REG,q1,00-0035704,D.Lock,DEN,4,23,-11.09389566280879,37.13170590418294,6.0,-271.4745908975601,18,3.0,0.0,0.0,21.0,8.0
2021,REG,q1,00-0034177,T.Boyle,DET,3,19,-1.1578441879047627,38.93874635584892,9.0,-19.946274161338806,19,0.0,1.0,0.0,19.0,13.0
2021,REG,q1,00-0030565,G.Smith,SEA,3,17,4.988120415742742,77.20344542456313,6.0,274.50774908065796,15,0.0,0.0,1.0,16.0,13.0
2021,REG,q1,00-0035289,G.Minshew II,PHI,2,17,13.613474173354916,40.63057314911891,11.0,170.20378410816193,15,1.0,0.0,2.0,16.0,12.0
2021,REG,q1,00-0028986,C.Keenum,CLE,2,16,7.371012882618018,26.225830366385168,9.0,95.54847776889801,14,0.0,0.0,1.0,14.0,11.0
2021,REG,q1,00-0034771,M.Rudolph,PIT,1,13,-3.123744298296515,34.33979744842205,6.0,-23.97361993789673,13,0.0,1.0,1.0,13.0,9.0
2021,REG,q1,00-0037012,T.Lance,SF,3,13,2.6678749332786538,33.07633828442844,8.0,182.09884762763977,10,0.0,1.0,1.0,10.0,8.0
2021,REG,q1,00-0036197,J.Fromm,NYG,2,12,-3.406668473733589,17.90065143221225,4.0,-220.34864127635956,10,1.0,0.0,0.0,11.0,5.0
2021,REG,q1,00-0026300,J.Johnson,BAL,1,10,5.834675524441991,15.953687788142975,6.0,100.10270178318024,9,0.0,0.0,1.0,10.0,7.0
2021,REG,q1,00-0032434,B.Allen,CIN,1,10,-5.522138927131891,9.35138390489376,1.0,-332.3224425315857,10,0.0,0.0,0.0,10.0,4.0
2021,REG,q1,00-0026158,J.Flacco,NYJ,1,9,-0.3439511676551774,24.223785697441603,4.0,19.71886157989502,8,0.0,0.0,1.0,9.0,5.0
2021,REG,q1,00-0029567,N.Foles,CHI,1,9,-3.5953443139442243,25.153643677531917,3.0,-33.84613394737244,9,0.0,0.0,0.0,9.0,6.0
2021,REG,q1,00-0033662,C.Rush,DAL,1,8,2.2477051985121523,9.614966999766093,5.0,52.53809094429016,6,1.0,0.0,0.0,7.0,5.0
2021,REG,q1,00-0031395,G.Gilbert,WAS,1,7,0.7674949008348455,15.342881401169356,3.0,61.89947426319122,6,0.0,0.0,0.0,7.0,4.0
2021,REG,q1,00-0033319,N.Mullens,CLE,1,7,-0.5440585766918957,3.3556617252544267,4.0,139.75235521793365,7,0.0,0.0,0.0,7.0,6.0
2021,REG,q1,00-0023682,R.Fitzpatrick,WAS,1,5,-3.1391551056794817,4.035522733355767,1.0,16.90639853477478,4,0.0,0.0,0.0,4.0,3.0
2021,REG,q1,00-0032245,S.Mannion,MIN,1,5,-4.165168797131628,10.604927600935344,1.0,-74.5509684085846,5,0.0,0.0,0.0,5.0,3.0
2021,REG,q1,00-0033275,P.Walker,CAR,1,5,5.250915135460673,11.978238473919845,3.0,28.676921129226685,5,0.0,0.0,0.0,5.0,4.0
2021,REG,q1,00-0036264,J.Love,GB,1,5,-0.5751072065901641,6.780756271740983,2.0,-179.73326444625854,5,0.0,0.0,0.0,5.0,2.0
2021,REG,q1,00-0036929,I.Book,NO,1,5,-13.515141675248742,68.34294025630412,0.0,-139.97501730918884,3,2.0,1.0,0.0,5.0,1.0
2021,REG,q1,00-0034955,B.Rypien,DEN,1,2,-2.059117787517607,2.2642620308832666,0.0,-54.719167947769165,1,0.0,0.0,0.0,2.0,0.0
2021,REG,q1,00-0035156,J.Fox,DET,2,2,1.2086651774588972,26.953229107782338,1.0,-18.970268964767456,2,0.0,0.0,0.0,2.0,1.0
2021,REG,q1,00-0036322,J.Jefferson,MIN,2,2,-1.1992122110677883,0.7625515033468022,0.0,-91.29505157470703,2,0.0,0.0,0.0,2.0,0.0
2021,REG,q1,00-0030578,C.Patterson,ATL,1,1,-0.5996399439172819,0.359568062341121,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0
2021,REG,q1,00-0031543,T.Long,LAC,1,1,-2.76716072531417,7.657178479721244,0.0,-59.759336709976196,1,0.0,0.0,0.0,1.0,0.0
2021,REG,q1,00-0032496,M.Farley,TEN,1,1,3.0622718997765332,9.377509188160978,1.0,31.020885705947876,1,0.0,0.0,0.0,1.0,1.0
2021,REG,q1,00-0032764,D.Henry,TEN,1,1,1.0320902957464568,1.0652103785740088,1.0,57.494595646858215,1,0.0,0.0,1.0,1.0,1.0
2021,REG,q1,00-0033307,K.Bourne,NE,1,1,2.3478310459759086,5.512310620448329,1.0,64.89481925964355,1,0.0,0.0,1.0,1.0,1.0
2021,REG,q1,00-0033681,K.Cole,NYJ,1,1,-0.7408587794052437,0.5488717310218275,0.0,-30.431032180786133,1,0.0,0.0,0.0,1.0,0.0
2021,REG,q1,00-0033733,G.Ward,PHI,1,1,-0.5495583995361812,0.30201443450076904,0.0,15.629559755325317,1,0.0,0.0,0.0,1.0,1.0
2021,REG,q1,00-0034348,C.Sutton,DEN,1,1,1.001634000451304,1.003270670860083,1.0,44.02860403060913,1,0.0,0.0,0.0,1.0,1.0
2021,REG,q1,00-0034775,C.Kirk,ARI,1,1,3.0305774064618163,9.184399416556829,1.0,70.77863216400146,1,0.0,0.0,0.0,1.0,1.0
2021,REG,q1,00-0035544,T.Kennedy,DET,1,1,5.069598037283868,25.700824259632444,1.0,50.08513629436493,1,0.0,0.0,1.0,1.0,1.0
2021,REG,q1,00-0036275,D.Swift,DET,1,1,-0.912519452162087,0.8326917505741953,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0
2021,REG,q1,00-0036913,K.Toney,NYG,1,1,1.275889344047755,1.6278936182546104,1.0,38.494449853897095,1,0.0,0.0,0.0,1.0,1.0
2021,REG,q2,00-0019596,T.Brady,TB,17,228,46.57310994268514,563.1937180226541,112.0,21.58685028553009,213,8.0,8.0,13.0,226.0,139.0
2021,REG,q2,00-0034857,J.Allen,BUF,17,221,27.73298824009845,518.2843497098808,117.0,891.4460361003876,189,10.0,8.0,11.0,211.0,130.0
2021,REG,q2,00-0036355,J.Herbert,LAC,17,213,54.11799432006526,546.2064558413199,116.0,831.988188624382,185,10.0,5.0,16.0,201.0,136.0
2021,REG,q2,00-0033077,D.Prescott,DAL,16,202,50.58479518858983,361.60185858386984,99.0,588.3654862642288,180,9.0,2.0,11.0,196.0,127.0
2021,REG,q2,00-0033873,P.Mahomes,KC,17,202,20.455461462707994,363.66023873012045,96.0,-118.02040487527847,173,5.0,3.0,6.0,190.0,110.0
2021,REG,q2,00-0023459,A.Rodgers,GB,16,201,77.68110661740008,399.3226054251388,109.0,1340.086418390274,181,8.0,0.0,16.0,196.0,132.0
2021,REG,q2,00-0026498,M.Stafford,LA,17,196,40.5339152522151,599.4507182217435,98.0,160.07489264011383,184,7.0,8.0,15.0,194.0,126.0
2021,REG,q2,00-0036972,M.Jones,NE,16,188,28.655466110481782,386.42053101934243,94.0,296.1957812309265,171,7.0,4.0,9.0,184.0,115.0
2021,REG,q2,00-0036971,T.Lawrence,JAX,17,185,-5.468856413567714,393.01614664905026,85.0,-1053.6558210849762,159,5.0,7.0,4.0,171.0,95.0
2021,REG,q2,00-0031280,D.Carr,LV,17,180,-2.4344772822371863,272.81573251782595,82.0,176.63410305976868,155,14.0,2.0,5.0,175.0,109.0
2021,REG,q2,00-0032950,C.Wentz,IND,17,177,11.049844337520634,281.5614307623257,87.0,227.4131804704666,153,8.0,1.0,7.0,167.0,104.0
2021,REG,q2,00-0026143,M.Ryan,ATL,17,172,14.749733911452083,385.18735050042744,81.0,410.59606671333313,150,12.0,3.0,8.0,169.0,106.0
2021,REG,q2,00-0029701,R.Tannehill,TEN,17,169,55.81757957037493,317.22164732511567,99.0,999.1880059242249,148,11.0,2.0,9.0,162.0,107.0
2021,REG,q2,00-0031800,T.Heinicke,WAS,16,168,12.812591148088725,362.0428455487545,73.0,173.81480038166046,136,14.0,4.0,9.0,154.0,93.0
2021,REG,q2,00-0035228,K.Murray,ARI,14,167,42.03414522176881,328.7744472361537,85.0,745.1564341783524,135,11.0,0.0,8.0,154.0,100.0
2021,REG,q2,00-0022924,B.Roethlisberger,PIT,16,165,-14.987296897081713,285.3767000379901,63.0,-447.7365344762802,151,11.0,2.0,5.0,164.0,100.0
2021,REG,q2,00-0029604,K.Cousins,MIN,16,163,12.171327910029639,270.9876054792983,65.0,-688.8875126838684,144,7.0,1.0,9.0,160.0,93.0
2021,REG,q2,00-0036442,J.Burrow,CIN,16,161,45.77420893299396,431.4099005365323,82.0,1470.3405022621155,134,16.0,1.0,12.0,154.0,103.0
2021,REG,q2,00-0033106,J.Goff,DET,14,147,11.123817476968792,330.7620197832657,71.0,707.1570068597794,126,6.0,1.0,8.0,142.0,96.0
2021,REG,q2,00-0034855,B.Mayfield,CLE,14,146,-11.901287764962383,435.10489497812506,63.0,-267.1446889638901,119,11.0,6.0,8.0,140.0,75.0
2021,REG,q2,00-0031237,T.Bridgewater,DEN,13,144,3.062466203770744,225.18991328267822,64.0,177.93807685375214,123,9.0,1.0,5.0,140.0,84.0
2021,REG,q2,00-0036389,J.Hurts,PHI,15,142,19.889661805863852,256.92392896896615,67.0,124.67960715293884,114,5.0,2.0,2.0,124.0,73.0
2021,REG,q2,00-0031345,J.Garoppolo,SF,15,137,32.03324957275342,275.5865538617335,68.0,401.38102918863297,123,6.0,2.0,6.0,135.0,88.0
2021,REG,q2,00-0029263,R.Wilson,SEA,14,134,58.87878456202418,355.91963659379223,76.0,1179.1274785995483,117,8.0,1.0,10.0,130.0,85.0
2021,REG,q2,00-0036212,T.Tagovailoa,MIA,11,129,16.620446007995213,175.0181894615909,68.0,48.120129108428955,118,3.0,1.0,2.0,124.0,80.0
2021,REG,q2,00-0034869,S.Darnold,CAR,12,126,6.199736692501713,211.44615288663869,57.0,-490.27834981679916,103,11.0,1.0,2.0,121.0,68.0
