season,season_type,bucket,qb_id,qb,team,games,n,epa,epa2,succ,cpoe,cpoe_n,sacks,ints,tds,att,comp
2023,REG,q1,00-0031376,J.McKinnon,KC,1,1,1.1053474548389204,1.2217929959188791,1.0,14.645791053771973,1,0.0,0.0,1.0,1.0,1.0
2023,REG,q1,00-0032764,D.Henry,TEN,1,1,-0.47603245900245383,0.2266069020239229,0.0,-41.05706810951233,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q1,00-0033858,J.Smith,ATL,1,1,-0.8618303572875448,0.742751564742377,0.0,-42.98215210437775,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q1,00-0034613,T.Hudson,CIN,1,1,-2.2643815996237797,5.1274240287147475,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q1,00-0034960,J.Meyers,LV,1,1,1.4771853819256648,2.1820766525748723,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0
2023,REG,q1,00-0035719,D.Samuel,SF,1,1,-0.4431877873139456,0.19641541482423108,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0
2023,REG,q1,00-0036626,D.Brown,WAS,1,1,-0.30589396954746917,0.093571120605508,0.0,22.300511598587036,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q1,00-0036898,D.Mills,HOU,1,1,-0.20228883251547813,0.040920771760475164,0.0,10.23491621017456,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q1,00-0036900,J.Chase,CIN,1,1,-2.102857018588111,4.422007640625278,0.0,17.85406470298767,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q1,00-0036928,K.Trask,TB,1,1,-1.8803028730234743,3.535538894300332,0.0,-47.043803334236145,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q1,00-0037238,D.London,ATL,1,1,1.8440146018983796,3.4003898520144396,1.0,33.69406461715698,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q1,00-0039040,D.Achane,MIA,1,1,-1.4337288234382868,2.055578339157734,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0036212,T.Tagovailoa,MIA,17,217,53.99261528087876,782.5362871314335,116.0,1259.7165763378143,197,9.0,4.0,14.0,213.0,145.0
2023,REG,q2,00-0033873,P.Mahomes,KC,16,209,41.77850818594473,542.152297263499,116.0,1048.061253130436,177,5.0,8.0,12.0,192.0,131.0
2023,REG,q2,00-0037077,S.Howell,WAS,17,207,-21.328178360798702,449.1789187782084,81.0,-117.60957092046738,169,20.0,6.0,6.0,200.0,114.0
2023,REG,q2,00-0033077,D.Prescott,DAL,17,202,65.88299196403207,439.10801103139534,109.0,1486.2275123596191,179,12.0,2.0,13.0,194.0,136.0
2023,REG,q2,00-0033106,J.Goff,DET,17,197,26.107689466902862,445.9125708255352,94.0,-131.16144239902496,178,7.0,3.0,11.0,195.0,123.0
2023,REG,q2,00-0034857,J.Allen,BUF,17,194,25.82140991417735,423.9201128672763,95.0,819.5186108350754,161,8.0,8.0,13.0,182.0,111.0
2023,REG,q2,00-0034796,L.Jackson,BAL,16,191,32.493657241172,473.97653030525237,96.0,372.13089019060135,152,10.0,3.0,10.0,167.0,104.0
2023,REG,q2,00-0035289,G.Minshew II,IND,15,189,14.039744104500869,475.3142387193067,83.0,-1098.6281514167786,158,8.0,2.0,7.0,180.0,98.0
2023,REG,q2,00-0036264,J.Love,GB,17,182,-3.6786927814906374,338.32287813259586,73.0,-581.6186010837555,158,9.0,3.0,6.0,173.0,103.0
2023,REG,q2,00-0034855,B.Mayfield,TB,17,178,11.654371664969224,336.7878165193911,82.0,269.31727826595306,153,10.0,4.0,10.0,170.0,106.0
2023,REG,q2,00-0036971,T.Lawrence,JAX,16,178,-4.738411358472826,512.4742321890861,94.0,586.7629170417786,158,12.0,7.0,5.0,171.0,112.0
2023,REG,q2,00-0026498,M.Stafford,LA,15,174,32.64917633161642,366.1084290083688,89.0,365.557661652565,152,10.0,3.0,10.0,172.0,109.0
2023,REG,q2,00-0036389,J.Hurts,PHI,17,172,0.9511925366910541,379.96033503069356,65.0,-5.693599581718445,130,14.0,5.0,6.0,158.0,86.0
2023,REG,q2,00-0039150,B.Young,CAR,16,170,-41.79107059832727,314.28578232283024,52.0,-1170.136895775795,138,13.0,2.0,3.0,164.0,82.0
2023,REG,q2,00-0031280,D.Carr,NO,17,169,-3.398842849645174,356.8951308373147,71.0,-33.96717607975006,144,14.0,3.0,6.0,166.0,99.0
2023,REG,q2,00-0039163,C.Stroud,HOU,15,165,36.17344221334329,301.39094139915056,82.0,623.8783538341522,146,8.0,1.0,7.0,158.0,103.0
2023,REG,q2,00-0036355,J.Herbert,LAC,13,164,13.64922648094899,347.8894524442296,77.0,-21.821129322052002,141,9.0,1.0,8.0,158.0,95.0
2023,REG,q2,00-0030565,G.Smith,SEA,15,161,11.103872902672157,272.890012957423,74.0,-144.57964301109314,141,8.0,4.0,5.0,156.0,89.0
2023,REG,q2,00-0029263,R.Wilson,DEN,15,154,-8.721449815274356,278.65658248507964,64.0,751.1768907308578,122,12.0,0.0,4.0,143.0,90.0
2023,REG,q2,00-0037834,B.Purdy,SF,16,145,44.30761840713282,338.8105367704561,81.0,502.93591022491455,127,6.0,3.0,7.0,138.0,91.0
2023,REG,q2,00-0038122,D.Ridder,ATL,13,140,-13.976881006505904,394.8371527252408,65.0,138.45185041427612,120,11.0,3.0,5.0,134.0,84.0
2023,REG,q2,00-0037013,Z.Wilson,NYJ,12,130,-29.00631796011993,203.98880928742648,45.0,-996.0768431425095,95,11.0,2.0,3.0,116.0,53.0
2023,REG,q2,00-0036945,J.Fields,CHI,13,127,-8.204032551230775,231.648227416935,50.0,149.94081258773804,98,14.0,3.0,7.0,119.0,65.0
2023,REG,q2,00-0036972,M.Jones,NE,11,117,-22.271396150941186,398.4737547641817,48.0,-347.1448600292206,102,8.0,4.0,4.0,112.0,69.0
2023,REG,q2,00-0038102,K.Pickett,PIT,12,116,-13.263831718711373,172.0687316079249,46.0,-793.1261003017426,98,5.0,0.0,2.0,109.0,58.0
2023,REG,q2,00-0029604,K.Cousins,MIN,8,108,35.464219806690494,310.14113214854535,58.0,930.1972210407257,102,4.0,2.0,7.0,108.0,77.0
2023,REG,q2,00-0036442,J.Burrow,CIN,10,104,-13.11668262261998,147.44611185864164,40.0,-96.54957056045532,91,8.0,0.0,3.0,103.0,62.0
2023,REG,q2,00-0029701,R.Tannehill,TEN,9,84,5.024805876362089,160.0123615697695,34.0,302.3622065782547,69,11.0,1.0,1.0,82.0,46.0
2023,REG,q2,00-0038579,A.O'Connell,LV,10,83,-7.968354737491808,165.22760184539896,35.0,-748.4544366598129,72,8.0,0.0,3.0,83.0,44.0
2023,REG,q2,00-0033949,J.Dobbs,ARI,8,78,-0.03238688417675917,193.77229818220857,34.0,-239.1438901424408,66,3.0,2.0,3.0,72.0,41.0
2023,REG,q2,00-0035100,J.Browning,CIN,8,77,2.569101371808877,195.66989661740692,38.0,-162.5714123249054,66,5.0,2.0,3.0,72.0,45.0
2023,REG,q2,00-0038476,T.DeVito,NYG,8,75,-25.467752844764618,158.2002066383294,22.0,-665.3664886951447,50,10.0,2.0,2.0,65.0,29.0
2023,REG,q2,00-0035228,K.Murray,ARI,8,73,-3.545595538245748,208.21207882563013,29.0,-181.04947060346603,63,4.0,2.0,2.0,69.0,43.0
2023,REG,q2,00-0039152,W.Levis,TEN,9,69,-8.873370524376949,163.62906633211423,28.0,8.579584956169128,57,8.0,0.0,1.0,65.0,35.0
2023,REG,q2,00-0026158,J.Flacco,CLE,5,66,1.6694842682213373,339.8669921313546,31.0,197.4306285381317,64,0.0,5.0,6.0,66.0,42.0
2023,REG,q2,00-0033537,D.Watson,CLE,5,66,-4.915487737735864,61.788500155715866,22.0,-552.6118874549866,53,4.0,0.0,3.0,60.0,27.0
2023,REG,q2,00-0033949,J.Dobbs,MIN,5,64,7.540587409033128,218.61060789178993,29.0,276.98355317115784,50,6.0,2.0,3.0,58.0,37.0
2023,REG,q2,00-0028118,T.Taylor,NYG,6,62,6.528306403516741,141.67846786313126,24.0,273.66325855255127,51,5.0,2.0,3.0,59.0,37.0
2023,REG,q2,00-0035710,D.Jones,NYG,6,58,-10.818388618021242,133.45799749884014,23.0,-229.13528084754944,47,7.0,2.0,0.0,56.0,31.0
2023,REG,q2,00-0031345,J.Garoppolo,LV,6,55,6.464740987831886,79.14277532653719,26.0,96.35684788227081,49,1.0,1.0,2.0,52.0,34.0
2023,REG,q2,00-0038108,B.Zappe,NE,6,55,13.371190938822185,153.7969573431192,23.0,291.8651193380356,48,2.0,1.0,3.0,53.0,34.0
2023,REG,q2,00-0038416,T.Bagent,CHI,4,49,9.909099574961717,69.73794937080176,26.0,18.875497579574585,42,2.0,1.0,1.0,45.0,29.0
2023,REG,q2,00-0035282,E.Stick,LAC,5,45,-10.164349794402405,32.210779705209376,11.0,-430.0743341445923,42,0.0,0.0,0.0,44.0,25.0
2023,REG,q2,00-0031800,T.Heinicke,ATL,4,44,7.95551594447503,88.76542774175726,21.0,-88.74874413013458,35,2.0,1.0,2.0,40.0,24.0
2023,REG,q2,00-0033319,N.Mullens,MIN,3,40,6.018992578280377,113.88486584365549,20.0,408.3595424890518,32,5.0,3.0,1.0,38.0,25.0
2023,REG,q2,00-0032156,T.Siemian,NYJ,4,39,-2.39409367660856,36.823151771816235,15.0,-246.15431129932404,34,2.0,0.0,0.0,39.0,20.0
2023,REG,q2,00-0034771,M.Rudolph,PIT,3,32,-1.2088804340922703,54.22233727620842,14.0,305.57605624198914,25,3.0,0.0,0.0,30.0,20.0
2023,REG,q2,00-0038583,D.Thompson-Robinson,CLE,5,32,1.2408797578707453,23.965801018399887,14.0,-276.06561183929443,29,0.0,0.0,0.0,31.0,17.0
2023,REG,q2,00-0033275,P.Walker,CLE,4,26,-1.5272976951725785,50.09196877818741,11.0,-36.015528440475464,19,1.0,1.0,0.0,24.0,13.0
2023,REG,q2,00-0039164,A.Richardson,IND,4,25,-3.938991516834714,82.75946223322575,8.0,-97.18111157417297,19,2.0,0.0,0.0,22.0,13.0
2023,REG,q2,00-0035264,J.Stidham,DEN,2,24,6.470350109915607,75.73525042828007,10.0,-232.63939023017883,19,4.0,0.0,2.0,24.0,12.0
2023,REG,q2,00-0028986,C.Keenum,HOU,2,20,-15.381930626317626,88.1050753979856,6.0,-65.83164930343628,17,2.0,2.0,0.0,20.0,12.0
2023,REG,q2,00-0035704,D.Lock,SEA,3,20,2.591015766389213,39.000508801193305,5.0,-117.30916798114777,18,0.0,0.0,0.0,19.0,12.0
2023,REG,q2,00-0033869,M.Trubisky,PIT,3,17,-6.3191892462200485,62.33042586483769,6.0,-93.15578937530518,16,0.0,2.0,2.0,16.0,8.0
2023,REG,q2,00-0033936,C.Beathard,JAX,1,17,0.5631616897504981,33.118460271999105,6.0,-3.5743772983551025,14,2.0,0.0,0.0,17.0,9.0
2023,REG,q2,00-0027948,B.Gabbert,KC,1,16,-2.77305021861496,23.78368469745,5.0,-179.29930984973907,16,0.0,1.0,0.0,16.0,9.0
2023,REG,q2,00-0034177,T.Boyle,NYJ,2,15,-10.820628866212576,69.28459159086823,3.0,45.700472593307495,12,1.0,1.0,0.0,15.0,9.0
2023,REG,q2,00-0027973,A.Dalton,CAR,1,14,3.258980864222349,32.39620313526177,6.0,-49.69407021999359,14,0.0,0.0,1.0,14.0,8.0
2023,REG,q2,00-0034869,S.Darnold,SF,2,14,6.191416745909843,26.854560705270124,8.0,-92.28934943675995,14,0.0,0.0,1.0,14.0,8.0
2023,REG,q2,00-0026625,B.Hoyer,LV,1,10,-2.5191965762394712,25.299133026381863,5.0,-202.42434740066528,10,0.0,1.0,0.0,10.0,5.0
2023,REG,q2,00-0034955,B.Rypien,LA,1,9,1.9211595030717405,17.81093292231392,4.0,-181.23610019683838,6,0.0,0.0,0.0,6.0,2.0
2023,REG,q2,00-0035993,T.Huntley,BAL,1,9,3.3488380137714557,22.937647904875476,4.0,-4.847574234008789,6,1.0,0.0,1.0,7.0,4.0
2023,REG,q2,00-0038598,J.Hall,MIN,1,9,-5.422155963330252,28.54979897977995,4.0,82.54215717315674,6,3.0,0.0,0.0,9.0,5.0
2023,REG,q2,00-0032436,J.Driskel,CLE,1,8,-6.48191648296779,26.564778324397054,3.0,-117.87019073963165,6,0.0,1.0,0.0,6.0,2.0
2023,REG,q2,00-0032950,C.Wentz,LA,1,8,-6.9824842974194326,23.517576724182778,2.0,-110.29018759727478,6,0.0,1.0,0.0,7.0,3.0
2023,REG,q2,00-0038582,C.Tune,ARI,1,5,-6.148712768219411,22.32237607979767,0.0,-30.264776945114136,2,1.0,1.0,0.0,3.0,1.0
2023,REG,q2,00-0033357,T.Hill,NO,3,3,-0.4640595776727423,1.7277907319657746,1.0,-76.77945494651794,1,1.0,0.0,0.0,2.0,0.0
2023,REG,q2,00-0032268,M.Mariota,PHI,1,2,-5.279108303569956,27.677845434476477,0.0,-88.01918625831604,1,1.0,1.0,0.0,2.0,0.0
2023,REG,q2,00-0032764,D.Henry,TEN,2,2,4.998443183343625,13.219304254482202,2.0,104.20393943786621,2,0.0,0.0,2.0,2.0,2.0
2023,REG,q2,00-0034775,C.Kirk,JAX,2,2,-1.7565971661824733,1.8043000682941244,0.0,-23.83611798286438,2,0.0,0.0,0.0,2.0,1.0
2023,REG,q2,00-0027114,T.Morstead,NYJ,1,1,2.6709000263363123,7.1337069506833135,1.0,39.819127321243286,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0028872,J.Hekker,CAR,1,1,-1.9410884017124772,3.7678241832626993,0.0,16.285216808319092,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0029692,B.Anger,DAL,1,1,1.053,1.108809,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0030279,K.Allen,LAC,1,1,-0.45351547322934493,0.2056762844584367,0.0,-61.57771944999695,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0033557,J.Reeves-Maybin,DET,1,1,4.1430035991361365,17.16447882245498,1.0,54.58611249923706,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0033921,C.Godwin,TB,1,1,-0.7111730779288337,0.505767146770771,0.0,-55.31641244888306,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0033958,N.Peterman,CHI,1,1,-0.09442649222910404,0.008916362434693046,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0034418,C.Wilson,MIA,1,1,-1.3574523675488308,1.842676930163926,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0034437,L.Cooke,JAX,1,1,2.5643760072416626,6.5760243065166915,1.0,25.2130389213562,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0034960,J.Meyers,LV,1,1,0.6800965177826583,0.4625312735000977,1.0,28.225427865982056,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0035639,P.Campbell,NYG,1,1,-1.5267874808050692,2.3310800115430896,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0035700,J.Jacobs,LV,1,1,-1.076406596112065,1.1586511601535623,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0035889,T.Townsend,KC,1,1,2.439640676777344,5.951846631786618,1.0,44.65770721435547,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0036313,B.Mann,PHI,1,1,4.209326545824297,17.718429969381106,1.0,35.070258378982544,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0036322,J.Jefferson,MIN,1,1,-0.39332577056484297,0.15470516179042748,0.0,-29.81584668159485,1,0.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0036414,C.Akers,MIN,1,1,-1.5187924897181801,2.3067306268243484,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q2,00-0036919,K.Gainwell,PHI,1,1,1.2345058486098424,1.524004690251907,1.0,44.021499156951904,1,0.0,0.0,0.0,1.0,1.0
2023,REG,q2,00-0036963,St. Brown,DET,1,1,-1.9745741735678166,3.898943166921026,0.0,0.0,0,1.0,0.0,0.0,1.0,0.0
2023,REG,q3,00-0036971,T.Lawrence,JAX,16,172,3.1918028011364044,582.2854509512673,78.0,432.6152116060257,148,10.0,3.0,7.0,163.0,103.0
2023,REG,q3,00-0033873,P.Mahomes,KC,16,169,19.26603703495583,436.4429339596976,84.0,542.1765387058258,147,8.0,1.0,6.0,160.0,105.0
2023,REG,q3,00-0036212,T.Tagovailoa,MIA,17,150,33.16042059075451,463.41804094472593,77.0,723.1771886348724,133,6.0,5.0,5.0,145.0,93.0
2023,REG,q3,00-0034857,J.Allen,BUF,17,147,46.00792136860755,369.1226552679515,77.0,982.4840977787971,125,7.0,3.0,6.0,137.0,93.0
2023,REG,q3,00-0036264,J.Love,GB,17,141,59.325119703225916,451.399717237642,78.0,1708.595198392868,128,5.0,2.0,12.0,137.0,101.0
2023,REG,q3,00-0036389,J.Hurts,PHI,16,139,18.093690682223823,503.7471618433139,75.0,894.9041485786438,118,5.0,4.0,7.0,128.0,87.0
2023,REG,q3,00-0033077,D.Prescott,DAL,17,138,7.1769851697006875,405.78451293223884,58.0,226.21972411870956,126,7.0,1.0,4.0,135.0,88.0
2023,REG,q3,00-0037077,S.Howell,WAS,17,137,2.0498425630536463,370.8039271494506,66.0,420.8422988653183,108,13.0,3.0,5.0,129.0,77.0
2023,REG,q3,00-0033106,J.Goff,DET,17,135,0.5765226814956392,449.87029232470894,62.0,-692.7291125059128,123,6.0,4.0,4.0,134.0,80.0
2023,REG,q3,00-0031280,D.Carr,NO,17,132,14.232730380987125,337.9382646916254,62.0,709.2503279447556,117,7.0,2.0,4.0,129.0,89.0
2023,REG,q3,00-0039150,B.Young,CAR,16,132,-28.80722671998722,361.52536838362363,52.0,-58.79893600940704,100,14.0,1.0,2.0,121.0,68.0
2023,REG,q3,00-0039163,C.Stroud,HOU,15,124,-1.7169574572565471,281.3641902434392,55.0,-299.7633785009384,103,12.0,0.0,2.0,120.0,68.0
2023,REG,q3,00-0034796,L.Jackson,BAL,16,120,-0.9591546538067686,297.0196391292074,52.0,315.03381729125977,93,10.0,1.0,6.0,108.0,65.0
2023,REG,q3,00-0034855,B.Mayfield,TB,17,120,24.760679255819106,346.2334193750456,52.0,-26.32022649049759,106,8.0,0.0,7.0,115.0,70.0
2023,REG,q3,00-0026498,M.Stafford,LA,15,118,0.12685098564997332,440.4605924455263,51.0,-163.14343214035034,100,5.0,5.0,4.0,112.0,67.0
2023,REG,q3,00-0030565,G.Smith,SEA,15,116,1.6300239804623748,294.22238447082213,59.0,-42.083512246608734,98,5.0,4.0,1.0,107.0,65.0
2023,REG,q3,00-0037834,B.Purdy,SF,16,115,31.926125131125456,527.0361368701558,60.0,546.160289645195,100,10.0,4.0,7.0,112.0,73.0
2023,REG,q3,00-0036355,J.Herbert,LAC,12,113,5.012805132168591,239.3398999732415,53.0,-368.18717420101166,101,4.0,2.0,1.0,105.0,66.0
2023,REG,q3,00-0029263,R.Wilson,DEN,15,108,-34.12824622846626,321.4124013673389,42.0,269.14956271648407,86,12.0,4.0,5.0,101.0,63.0
2023,REG,q3,00-0035289,G.Minshew II,IND,15,107,-4.9639460940625275,296.4351272387902,45.0,-91.73950254917145,96,3.0,4.0,1.0,104.0,65.0
2023,REG,q3,00-0036945,J.Fields,CHI,13,102,-14.411579292643598,219.84076252414943,33.0,-130.82285374403,78,8.0,0.0,4.0,95.0,51.0
2023,REG,q3,00-0038122,D.Ridder,ATL,12,95,-26.762432436068096,264.0659941902564,39.0,-1066.5473282337189,82,4.0,3.0,1.0,91.0,47.0
2023,REG,q3,00-0036442,J.Burrow,CIN,9,87,-2.6379897155718943,276.7338568357832,43.0,252.81674563884735,74,6.0,3.0,3.0,81.0,52.0
2023,REG,q3,00-0037013,Z.Wilson,NYJ,11,87,-8.473872719507622,157.18672029446685,35.0,78.36706042289734,72,9.0,0.0,2.0,83.0,52.0
2023,REG,q3,00-0038102,K.Pickett,PIT,10,84,-6.5957232470463545,154.98904721242317,34.0,-0.6596803665161133,76,4.0,0.0,1.0,83.0,51.0
2023,REG,q3,00-0035100,J.Browning,CIN,8,75,15.089165614539818,249.00167808612122,34.0,275.8830636739731,63,4.0,2.0,4.0,70.0,45.0
2023,REG,q3,00-0029604,K.Cousins,MIN,8,74,11.680525296488163,237.57110008201573,32.0,408.1584006547928,67,5.0,0.0,5.0,73.0,49.0
2023,REG,q3,00-0038579,A.O'Connell,LV,10,72,-8.647561230046643,180.46617671327994,31.0,-373.1373071670532,59,6.0,1.0,1.0,72.0,38.0
2023,REG,q3,00-0036972,M.Jones,NE,10,71,-22.085524891433987,129.06803150631083,28.0,-400.9741872549057,64,4.0,3.0,0.0,68.0,41.0
2023,REG,q3,00-0029701,R.Tannehill,TEN,9,61,-8.102751479964265,147.09202043234578,25.0,-11.396941542625427,52,5.0,3.0,1.0,59.0,34.0
2023,REG,q3,00-0035228,K.Murray,ARI,8,60,-0.23304799443607838,122.79365665149183,29.0,-17.60939359664917,53,4.0,1.0,2.0,57.0,37.0
2023,REG,q3,00-0038108,B.Zappe,NE,8,57,-14.461704476329032,212.63233678831827,24.0,85.24779975414276,46,10.0,2.0,2.0,56.0,32.0
2023,REG,q3,00-0026158,J.Flacco,CLE,5,49,-21.586513667834232,222.51372998227157,19.0,-212.32466399669647,45,3.0,2.0,1.0,49.0,28.0
2023,REG,q3,00-0033949,J.Dobbs,MIN,5,49,-14.999428381896003,108.14217251835493,15.0,-60.3908896446228,36,3.0,1.0,0.0,43.0,25.0
2023,REG,q3,00-0039152,W.Levis,TEN,8,47,0.3557085291017339,123.04363988532828,19.0,76.04238390922546,42,2.0,1.0,2.0,46.0,26.0
2023,REG,q3,00-0033949,J.Dobbs,ARI,8,46,-3.7550320345298314,115.80912434323581,23.0,230.03409206867218,41,4.0,1.0,2.0,45.0,31.0
2023,REG,q3,00-0035710,D.Jones,NYG,5,45,-12.811338608589885,231.39451371115922,17.0,53.60543429851532,31,6.0,1.0,0.0,39.0,22.0
2023,REG,q3,00-0031345,J.Garoppolo,LV,6,42,-20.552157540456392,147.80984091175804,16.0,-392.6582992076874,37,4.0,4.0,0.0,41.0,21.0
2023,REG,q3,00-0033537,D.Watson,CLE,5,42,4.21489765165963,94.31869815024608,20.0,354.691606760025,36,2.0,1.0,1.0,38.0,28.0
2023,REG,q3,00-0031800,T.Heinicke,ATL,5,39,-0.0012909903236018039,165.67462757808207,18.0,-317.0840859413147,34,4.0,2.0,1.0,39.0,20.0
2023,REG,q3,00-0035282,E.Stick,LAC,5,39,2.8099941972940536,194.38240987120628,21.0,254.1844666004181,33,4.0,0.0,1.0,38.0,27.0
2023,REG,q3,00-0038476,T.DeVito,NYG,8,39,-3.576174915127922,99.74141538964436,15.0,298.46185743808746,20,10.0,1.0,2.0,32.0,16.0
2023,REG,q3,00-0038416,T.Bagent,CHI,5,36,-14.19070675390097,174.3062151402573,16.0,37.45446503162384,31,1.0,0.0,1.0,32.0,23.0
2023,REG,q3,00-0038583,D.Thompson-Robinson,CLE,3,36,-7.757187716502696,70.2321783925409,11.0,-529.2265564203262,29,3.0,1.0,1.0,34.0,14.0
2023,REG,q3,00-0033319,N.Mullens,MIN,4,35,8.46860986177363,141.0099508241798,15.0,369.82347667217255,32,2.0,0.0,3.0,35.0,25.0
2023,REG,q3,00-0033869,M.Trubisky,PIT,4,35,2.310597003239768,72.45336560401203,17.0,-22.22418487071991,28,3.0,0.0,1.0,32.0,18.0
2023,REG,q3,00-0028118,T.Taylor,NYG,5,34,6.062969870865345,87.22584786872623,18.0,-1.1630266904830933,21,3.0,0.0,1.0,25.0,15.0
2023,REG,q3,00-0032156,T.Siemian,NYJ,4,26,-20.884489557065535,155.34223272031164,7.0,-256.7119687795639,24,0.0,2.0,0.0,25.0,14.0
2023,REG,q3,00-0033275,P.Walker,CLE,3,26,-2.025162964030279,53.75362694074601,8.0,-289.12197947502136,23,2.0,0.0,0.0,25.0,11.0
2023,REG,q3,00-0039164,A.Richardson,IND,2,19,-4.451039874882437,53.34836806634631,5.0,-229.22787964344025,14,3.0,0.0,2.0,19.0,7.0
2023,REG,q3,00-0026625,B.Hoyer,LV,2,16,2.9206078698448295,30.01879555772521,8.0,8.768540620803833,15,1.0,0.0,0.0,16.0,10.0
2023,REG,q3,00-0035264,J.Stidham,DEN,2,16,-4.444936441024765,35.044705058909535,9.0,30.667856335639954,13,2.0,0.0,0.0,16.0,9.0
2023,REG,q3,00-0035704,D.Lock,SEA,2,16,4.078065379682928,29.135323437890392,7.0,51.308032870292664,12,2.0,0.0,1.0,15.0,9.0
2023,REG,q3,00-0027973,A.Dalton,CAR,1,14,2.983008540906564,28.671162155746448,6.0,-227.58151292800903,14,0.0,0.0,0.0,14.0,7.0
2023,REG,q3,00-0034177,T.Boyle,NYJ,3,14,-6.17764493383071,36.54997608004964,3.0,-70.87945342063904,13,1.0,1.0,0.0,14.0,8.0
2023,REG,q3,00-0034771,M.Rudolph,PIT,3,13,5.22858641424682,52.86157111926608,7.0,167.21133887767792,11,2.0,0.0,1.0,13.0,9.0
2023,REG,q3,00-0028986,C.Keenum,HOU,2,11,-4.6845103530279335,19.035020857128774,4.0,-36.70307695865631,10,1.0,1.0,0.0,11.0,6.0
2023,REG,q3,00-0032268,M.Mariota,PHI,1,11,0.8967975679564817,13.203504983903557,6.0,-113.62435817718506,10,0.0,0.0,0.0,10.0,5.0
2023,REG,q3,00-0034955,B.Rypien,LA,2,10,-2.733337949612178,13.857370432285833,2.0,-139.81861174106598,10,0.0,0.0,0.0,10.0,5.0
2023,REG,q3,00-0027948,B.Gabbert,KC,2,9,-6.79547863220796,59.1717076624195,3.0,-58.43692421913147,7,0.0,1.0,0.0,7.0,4.0
2023,REG,q3,00-0031503,J.Winston,NO,2,9,-2.9157824685098603,13.70508227046979,3.0,-221.50233685970306,9,0.0,0.0,1.0,9.0,4.0
2023,REG,q3,00-0032950,C.Wentz,LA,1,9,7.6310654627741314,34.96552357281689,6.0,166.98660254478455,7,1.0,0.0,1.0,8.0,6.0
2023,REG,q3,00-0035993,T.Huntley,BAL,1,8,-4.016129099298269,14.313379532824126,2.0,-157.11121559143066,5,2.0,0.0,0.0,8.0,2.0
2023,REG,q3,00-0032436,J.Driskel,CLE,1,7,-3.507133345818147,8.474549895253505,2.0,-199.73183870315552,6,0.0,0.0,0.0,7.0,2.0
2023,REG,q3,00-0038582,C.Tune,ARI,1,7,-11.751119978143834,57.49104959746194,2.0,-200.28160214424133,5,1.0,1.0,0.0,6.0,1.0
2023,REG,q3,00-0033357,T.Hill,NO,4,5,-1.749068988545332,2.104432140330634,1.0,-89.3244206905365,3,1.0,0.0,0.0,4.0,1.0
2023,REG,q3,00-0033936,C.Beathard,JAX,1,5,5.064595688600093,8.695112180538398,4.0,79.68113422393799,3,0.0,0.0,0.0,3.0,3.0
2023,REG,q3,00-0033119,J.Brissett,WAS,1,4,5.327262286096811,16.017171431193447,3.0,52.57333517074585,3,0.0,0.0,1.0,3.0,2.0
2023,REG,q3,00-0034869,S.Darnold,SF,1,4,-2.049348615342751,4.49459425347489,1.0,-15.79943299293518,2,1.0,0.0,0.0,3.0,1.0
2023,REG,q3,00-0031288,A.McCarron,CIN,1,2,-1.8614957118406892,1.7963454776466334,0.0,-70.65044045448303,2,0.0,0.0,0.0,2.0,1.0
2023,REG,q3,00-0030279,K.Allen,LAC,1,1,3.968392387731001,15.748138143001354,1.0,49.6832013130188,1,0.0,0.0,1.0,1.0,1.0
2023,REG,q3,00-0033009,T.Boyd,CIN,1,1,-6.527068739582319,42.60262633123272,0.0,-74.19734597206116,1,0.0,1.0,0.0,1.0,0.0
