recorded,game_id,season,week,home_team,away_team,home_prob,elo_prob,spread_line,home_qb_val,away_qb_val,home_n_out,away_n_out,temp,wind,home_score,away_score,home_win,correct
backfill-2015,2015_01_PIT_NE,2015,1,NE,PIT,0.6228,0.709,7.5,6.492,8.238,1.0,1.0,65.0,7.0,28.0,21.0,1.0,1.0
backfill-2015,2015_01_BAL_DEN,2015,1,DEN,BAL,0.6484,0.6006,4.5,-0.535,3.165,1.0,4.0,88.0,13.0,19.0,13.0,1.0,1.0
backfill-2015,2015_01_CAR_JAX,2015,1,JAX,CAR,0.3725,0.3282,-3.0,-7.477,-2.094,4.0,3.0,77.0,7.0,9.0,20.0,0.0,1.0
backfill-2015,2015_01_CIN_OAK,2015,1,LV,CIN,0.3132,0.3594,-3.0,-5.683,-1.455,1.0,1.0,73.0,9.0,13.0,33.0,0.0,1.0
backfill-2015,2015_01_CLE_NYJ,2015,1,NYJ,CLE,0.6181,0.5988,3.5,2.314,-1.883,1.0,1.0,77.0,8.0,31.0,10.0,1.0,1.0
backfill-2015,2015_01_DET_SD,2015,1,LAC,DET,0.5214,0.5514,3.5,-0.317,1.557,2.0,3.0,84.0,10.0,33.0,28.0,1.0,1.0
backfill-2015,2015_01_GB_CHI,2015,1,CHI,GB,0.2985,0.3211,-5.5,-1.706,9.008,2.0,0.0,72.0,11.0,23.0,31.0,0.0,1.0
backfill-2015,2015_01_IND_BUF,2015,1,BUF,IND,0.5869,0.5104,-1.0,-2.083,-0.681,2.0,2.0,56.0,15.0,27.0,14.0,1.0,1.0
backfill-2015,2015_01_KC_HOU,2015,1,HOU,KC,0.5132,0.5237,-1.0,-2.985,3.137,5.0,0.0,,,20.0,27.0,0.0,0.0
backfill-2015,2015_01_MIA_WAS,2015,1,WAS,MIA,0.3312,0.4136,-4.0,-0.701,0.613,0.0,1.0,69.0,10.0,10.0,17.0,0.0,1.0
backfill-2015,2015_01_NO_ARI,2015,1,ARI,NO,0.6528,0.6454,2.0,3.641,4.363,1.0,5.0,,,31.0,19.0,1.0,1.0
backfill-2015,2015_01_NYG_DAL,2015,1,DAL,NYG,0.6563,0.7199,7.0,6.573,4.108,0.0,2.0,,,27.0,26.0,1.0,1.0
backfill-2015,2015_01_SEA_STL,2015,1,LA,SEA,0.3596,0.3002,-3.5,0.375,2.946,1.0,1.0,,,34.0,31.0,1.0,0.0
backfill-2015,2015_01_TEN_TB,2015,1,TB,TEN,0.6509,0.6258,3.0,0.0,0.0,1.0,2.0,84.0,8.0,14.0,42.0,0.0,0.0
backfill-2015,2015_01_MIN_SF,2015,1,SF,MIN,0.6233,0.6412,-2.5,-2.836,1.191,0.0,0.0,70.0,5.0,20.0,3.0,1.0,1.0
backfill-2015,2015_01_PHI_ATL,2015,1,ATL,PHI,0.5078,0.4558,-3.5,3.134,-0.493,2.0,0.0,,,26.0,24.0,1.0,1.0
backfill-2015,2015_02_DEN_KC,2015,2,KC,DEN,0.5581,0.5074,3.0,2.609,-1.209,0.0,2.0,87.0,13.0,24.0,31.0,0.0,0.0
backfill-2015,2015_02_ARI_CHI,2015,2,CHI,ARI,0.3446,0.3629,-2.0,-2.683,3.518,2.0,2.0,70.0,6.0,23.0,48.0,0.0,1.0
backfill-2015,2015_02_ATL_NYG,2015,2,NYG,ATL,0.6051,0.5767,2.0,2.983,3.945,5.0,3.0,73.0,9.0,20.0,24.0,0.0,0.0
backfill-2015,2015_02_BAL_OAK,2015,2,LV,BAL,0.3333,0.3063,-6.0,-6.024,2.095,3.0,2.0,80.0,8.0,37.0,33.0,1.0,0.0
backfill-2015,2015_02_DAL_PHI,2015,2,PHI,DAL,0.4413,0.485,7.0,0.357,7.31,1.0,3.0,77.0,15.0,10.0,20.0,0.0,1.0
backfill-2015,2015_02_DET_MIN,2015,2,MIN,DET,0.5413,0.4839,2.5,0.495,0.697,0.0,2.0,67.0,0.0,26.0,16.0,1.0,1.0
backfill-2015,2015_02_HOU_CAR,2015,2,CAR,HOU,0.6566,0.6635,3.0,-1.277,-0.662,2.0,4.0,88.0,6.0,24.0,17.0,1.0,1.0
backfill-2015,2015_02_MIA_JAX,2015,2,JAX,MIA,0.4282,0.3477,-5.0,-6.995,1.18,6.0,1.0,87.0,5.0,23.0,20.0,1.0,0.0
backfill-2015,2015_02_NE_BUF,2015,2,BUF,NE,0.4394,0.407,2.0,-1.474,6.821,2.0,2.0,62.0,7.0,32.0,40.0,0.0,1.0
backfill-2015,2015_02_SD_CIN,2015,2,CIN,LAC,0.6868,0.6059,3.5,-0.791,0.414,1.0,5.0,69.0,6.0,24.0,19.0,1.0,1.0
backfill-2015,2015_02_SEA_GB,2015,2,GB,SEA,0.6272,0.5173,3.5,7.989,2.092,1.0,1.0,62.0,9.0,27.0,17.0,1.0,1.0
backfill-2015,2015_02_SF_PIT,2015,2,PIT,SF,0.709,0.5814,6.0,6.509,-2.019,0.0,1.0,66.0,10.0,43.0,18.0,1.0,1.0
backfill-2015,2015_02_STL_WAS,2015,2,WAS,LA,0.3348,0.3743,-3.0,-0.132,0.618,3.0,2.0,72.0,9.0,24.0,10.0,1.0,0.0
backfill-2015,2015_02_TB_NO,2015,2,NO,TB,0.7777,0.7478,9.5,3.277,-2.972,3.0,2.0,,,19.0,26.0,0.0,0.0
backfill-2015,2015_02_TEN_CLE,2015,2,CLE,TEN,0.5599,0.5951,1.0,-2.927,4.53,3.0,4.0,64.0,12.0,28.0,14.0,1.0,1.0
backfill-2015,2015_02_NYJ_IND,2015,2,IND,NYJ,0.724,0.6936,6.0,-0.286,3.02,2.0,3.0,,,7.0,20.0,0.0,0.0
backfill-2015,2015_03_WAS_NYG,2015,3,NYG,WAS,0.7526,0.6616,3.0,3.461,-0.411,6.0,2.0,71.0,4.0,32.0,21.0,1.0,1.0
backfill-2015,2015_03_ATL_DAL,2015,3,DAL,ATL,0.6917,0.7348,1.0,-1.857,4.588,3.0,3.0,,,28.0,39.0,0.0,0.0
backfill-2015,2015_03_BUF_MIA,2015,3,MIA,BUF,0.5099,0.4893,1.0,0.693,-1.751,2.0,2.0,87.0,6.0,14.0,41.0,0.0,0.0
backfill-2015,2015_03_CHI_SEA,2015,3,SEA,CHI,0.9012,0.8493,16.5,2.676,-6.149,2.0,3.0,60.0,5.0,26.0,0.0,1.0,1.0
backfill-2015,2015_03_CIN_BAL,2015,3,BAL,CIN,0.5269,0.5204,2.5,3.628,1.842,3.0,2.0,70.0,12.0,24.0,28.0,0.0,0.0
backfill-2015,2015_03_DEN_DET,2015,3,DET,DEN,0.3849,0.3856,-3.0,0.936,-2.478,2.0,1.0,,,12.0,24.0,0.0,1.0
backfill-2015,2015_03_IND_TEN,2015,3,TEN,IND,0.4379,0.3591,-3.0,3.675,-0.205,3.0,3.0,74.0,3.0,33.0,35.0,0.0,1.0
backfill-2015,2015_03_JAX_NE,2015,3,NE,JAX,0.9194,0.9026,14.5,6.848,-4.945,1.0,5.0,68.0,6.0,51.0,17.0,1.0,1.0
backfill-2015,2015_03_NO_CAR,2015,3,CAR,NO,0.7408,0.7363,10.0,-0.509,-3.644,3.0,3.0,69.0,9.0,27.0,22.0,1.0,1.0
backfill-2015,2015_03_OAK_CLE,2015,3,CLE,LV,0.572,0.6152,3.5,-2.381,-4.358,3.0,2.0,75.0,16.0,20.0,27.0,0.0,0.0
backfill-2015,2015_03_PHI_NYJ,2015,3,NYJ,PHI,0.5609,0.5656,3.0,3.754,-0.992,3.0,4.0,66.0,7.0,17.0,24.0,0.0,0.0
backfill-2015,2015_03_PIT_STL,2015,3,LA,PIT,0.4205,0.4081,1.5,-0.378,7.024,0.0,2.0,,,6.0,12.0,0.0,1.0
backfill-2015,2015_03_SD_MIN,2015,3,MIN,LAC,0.6321,0.5171,2.5,1.29,-0.243,0.0,4.0,75.0,12.0,31.0,14.0,1.0,1.0
backfill-2015,2015_03_SF_ARI,2015,3,ARI,SF,0.739,0.6533,7.0,3.543,-0.593,2.0,1.0,,,47.0,7.0,1.0,1.0
backfill-2015,2015_03_TB_HOU,2015,3,HOU,TB,0.7808,0.709,6.0,-1.358,-2.068,5.0,3.0,,,19.0,9.0,1.0,1.0
backfill-2015,2015_03_KC_GB,2015,3,GB,KC,0.7611,0.7025,4.5,7.233,0.81,2.0,0.0,67.0,5.0,38.0,28.0,1.0,1.0
backfill-2015,2015_04_BAL_PIT,2015,4,PIT,BAL,0.6222,0.6754,-3.0,-4.426,2.887,4.0,4.0,63.0,8.0,20.0,23.0,0.0,0.0
backfill-2015,2015_04_CAR_TB,2015,4,TB,CAR,0.2604,0.2789,-3.0,-2.085,1.915,4.0,4.0,74.0,5.0,23.0,37.0,0.0,1.0
backfill-2015,2015_04_CLE_SD,2015,4,LAC,CLE,0.6918,0.7097,4.5,-0.243,-0.813,7.0,5.0,68.0,11.0,30.0,27.0,1.0,1.0
backfill-2015,2015_04_DAL_NO,2015,4,NO,DAL,0.4321,0.3609,3.0,2.64,-1.315,1.0,2.0,,,26.0,20.0,1.0,0.0
backfill-2015,2015_04_GB_SF,2015,4,SF,GB,0.2809,0.3556,-7.5,-1.742,7.583,1.0,3.0,74.0,5.0,3.0,17.0,0.0,1.0
backfill-2015,2015_04_HOU_ATL,2015,4,ATL,HOU,0.6125,0.6426,4.0,4.957,-1.124,4.0,3.0,,,48.0,21.0,1.0,1.0
backfill-2015,2015_04_JAX_IND,2015,4,IND,JAX,0.8046,0.7798,4.0,-0.736,-4.36,2.0,6.0,,,16.0,13.0,1.0,1.0
backfill-2015,2015_04_KC_CIN,2015,4,CIN,KC,0.6667,0.6599,3.5,0.873,0.014,1.0,0.0,68.0,5.0,36.0,21.0,1.0,1.0
backfill-2015,2015_04_MIN_DEN,2015,4,DEN,MIN,0.7633,0.7487,7.0,-1.176,0.15,1.0,4.0,61.0,9.0,23.0,20.0,1.0,1.0
backfill-2015,2015_04_NYG_BUF,2015,4,BUF,NYG,0.7093,0.7097,6.0,0.009,5.05,5.0,4.0,60.0,8.0,10.0,24.0,0.0,0.0
backfill-2015,2015_04_NYJ_MIA,2015,4,MIA,NYJ,0.5132,0.5349,-2.5,-0.077,3.233,2.0,5.0,59.0,5.0,14.0,27.0,0.0,0.0
backfill-2015,2015_04_OAK_CHI,2015,4,CHI,LV,0.4263,0.5154,-3.0,-1.507,-2.079,1.0,3.0,55.0,12.0,22.0,20.0,1.0,0.0
backfill-2015,2015_04_PHI_WAS,2015,4,WAS,PHI,0.3103,0.3532,-3.0,-0.224,-1.75,3.0,3.0,58.0,13.0,23.0,20.0,1.0,0.0
backfill-2015,2015_04_STL_ARI,2015,4,ARI,LA,0.7835,0.7684,7.0,5.525,-0.067,1.0,3.0,,,22.0,24.0,0.0,0.0
backfill-2015,2015_04_DET_SEA,2015,4,SEA,DET,0.7817,0.775,10.0,2.231,0.544,2.0,4.0,74.0,8.0,13.0,10.0,1.0,1.0
backfill-2015,2015_05_IND_HOU,2015,5,HOU,IND,0.5417,0.4771,4.5,-1.708,-1.368,5.0,3.0,,,20.0,27.0,0.0,0.0
backfill-2015,2015_05_ARI_DET,2015,5,DET,ARI,0.4203,0.414,-4.5,1.219,5.332,3.0,0.0,,,17.0,42.0,0.0,1.0
backfill-2015,2015_05_BUF_TEN,2015,5,TEN,BUF,0.4431,0.3239,1.0,3.118,-0.411,1.0,4.0,67.0,5.0,13.0,14.0,0.0,1.0
backfill-2015,2015_05_CHI_KC,2015,5,KC,CHI,0.7977,0.7336,10.0,0.877,-1.088,1.0,2.0,72.0,10.0,17.0,18.0,0.0,0.0
backfill-2015,2015_05_CLE_BAL,2015,5,BAL,CLE,0.7938,0.7658,6.0,0.915,-0.661,4.0,3.0,65.0,2.0,30.0,33.0,0.0,0.0
backfill-2015,2015_05_DEN_OAK,2015,5,LV,DEN,0.2608,0.2426,-5.0,-1.501,-2.664,4.0,2.0,72.0,10.0,10.0,16.0,0.0,1.0
backfill-2015,2015_05_JAX_TB,2015,5,TB,JAX,0.6341,0.5611,1.0,-4.221,-4.386,4.0,4.0,84.0,9.0,38.0,31.0,1.0,1.0
backfill-2015,2015_05_NE_DAL,2015,5,DAL,NE,0.343,0.3637,-8.0,0.555,7.676,3.0,0.0,,,6.0,30.0,0.0,1.0
backfill-2015,2015_05_NO_PHI,2015,5,PHI,NO,0.6584,0.6576,6.5,-1.461,3.354,3.0,2.0,67.0,6.0,39.0,17.0,1.0,1.0
backfill-2015,2015_05_SEA_CIN,2015,5,CIN,SEA,0.6082,0.5202,3.0,2.415,1.42,0.0,6.0,66.0,3.0,27.0,24.0,1.0,1.0
backfill-2015,2015_05_SF_NYG,2015,5,NYG,SF,0.6375,0.6236,7.5,6.162,-2.534,4.0,2.0,61.0,4.0,30.0,27.0,1.0,1.0
backfill-2015,2015_05_STL_GB,2015,5,GB,LA,0.8449,0.8139,8.5,6.685,-1.053,2.0,2.0,67.0,14.0,24.0,10.0,1.0,1.0
backfill-2015,2015_05_WAS_ATL,2015,5,ATL,WAS,0.744,0.7726,7.5,5.169,2.505,1.0,4.0,,,25.0,19.0,1.0,1.0
backfill-2015,2015_05_PIT_SD,2015,5,LAC,PIT,0.4822,0.4727,4.0,1.28,-5.75,5.0,2.0,93.0,10.0,20.0,24.0,0.0,1.0
backfill-2015,2015_06_ATL_NO,2015,6,NO,ATL,0.3937,0.3885,-3.0,2.129,4.559,5.0,2.0,,,31.0,21.0,1.0,0.0
backfill-2015,2015_06_ARI_PIT,2015,6,PIT,ARI,0.4926,0.544,-5.5,-5.793,5.574,3.0,1.0,45.0,12.0,25.0,13.0,1.0,0.0
backfill-2015,2015_06_BAL_SF,2015,6,SF,BAL,0.4614,0.506,-2.5,-1.716,0.319,1.0,5.0,69.0,7.0,25.0,20.0,1.0,0.0
backfill-2015,2015_06_CAR_SEA,2015,6,SEA,CAR,0.6529,0.641,7.0,1.278,1.983,5.0,4.0,61.0,5.0,23.0,27.0,0.0,0.0
backfill-2015,2015_06_CHI_DET,2015,6,DET,CHI,0.6343,0.6419,3.5,-0.163,0.223,3.0,4.0,,,37.0,34.0,1.0,1.0
backfill-2015,2015_06_CIN_BUF,2015,6,BUF,CIN,0.4099,0.4549,-3.0,-2.969,3.568,3.0,0.0,40.0,4.0,21.0,34.0,0.0,1.0
backfill-2015,2015_06_DEN_CLE,2015,6,CLE,DEN,0.2368,0.2365,-3.5,-0.703,-2.804,3.0,2.0,47.0,20.0,23.0,26.0,0.0,1.0
backfill-2015,2015_06_HOU_JAX,2015,6,JAX,HOU,0.469,0.4187,2.5,-2.202,-0.679,3.0,3.0,73.0,18.0,20.0,31.0,0.0,1.0
backfill-2015,2015_06_KC_MIN,2015,6,MIN,KC,0.5761,0.5834,3.5,0.86,0.491,1.0,2.0,54.0,10.0,16.0,10.0,1.0,1.0
backfill-2015,2015_06_MIA_TEN,2015,6,TEN,MIA,0.5166,0.4706,2.5,2.786,-1.639,1.0,0.0,56.0,8.0,10.0,38.0,0.0,0.0
backfill-2015,2015_06_NE_IND,2015,6,IND,NE,0.3579,0.3285,-8.0,-1.892,8.221,0.0,1.0,,,27.0,34.0,0.0,1.0
backfill-2015,2015_06_SD_GB,2015,6,GB,LAC,0.8068,0.8015,10.5,4.716,1.546,2.0,6.0,54.0,12.0,27.0,20.0,1.0,1.0
backfill-2015,2015_06_WAS_NYJ,2015,6,NYJ,WAS,0.7934,0.73,7.5,4.105,1.144,3.0,5.0,49.0,16.0,34.0,20.0,1.0,1.0
backfill-2015,2015_06_NYG_PHI,2015,6,PHI,NYG,0.6268,0.5896,3.5,-1.76,6.734,4.0,3.0,44.0,6.0,27.0,7.0,1.0,1.0
backfill-2015,2015_07_SEA_SF,2015,7,SF,SEA,0.3961,0.3948,-6.5,0.33,-0.107,0.0,5.0,75.0,8.0,3.0,20.0,0.0,1.0
backfill-2015,2015_07_ATL_TEN,2015,7,TEN,ATL,0.2621,0.2823,-5.5,-2.408,4.056,3.0,0.0,59.0,8.0,7.0,10.0,0.0,1.0
backfill-2015,2015_07_BUF_JAX,2015,7,JAX,BUF,0.3792,0.2941,-3.5,-1.596,-1.793,2.0,8.0,48.0,2.0,34.0,31.0,1.0,0.0
backfill-2015,2015_07_CLE_STL,2015,7,LA,CLE,0.6374,0.648,6.5,-4.008,-1.722,2.0,3.0,,,24.0,6.0,1.0,1.0
backfill-2015,2015_07_DAL_NYG,2015,7,NYG,DAL,0.5142,0.5314,3.0,5.81,-2.884,2.0,1.0,71.0,14.0,27.0,20.0,1.0,1.0
backfill-2015,2015_07_HOU_MIA,2015,7,MIA,HOU,0.5474,0.5654,4.5,-1.71,1.289,1.0,3.0,84.0,13.0,44.0,26.0,1.0,1.0
backfill-2015,2015_07_MIN_DET,2015,7,DET,MIN,0.4828,0.4809,1.0,-0.548,1.014,2.0,2.0,,,19.0,28.0,0.0,1.0
backfill-2015,2015_07_NO_IND,2015,7,IND,NO,0.6391,0.6708,5.5,-0.106,2.516,2.0,3.0,,,21.0,27.0,0.0,0.0
backfill-2015,2015_07_NYJ_NE,2015,7,NE,NYJ,0.7638,0.8234,7.0,7.764,4.68,3.0,2.0,58.0,9.0,30.0,23.0,1.0,1.0
backfill-2015,2015_07_OAK_SD,2015,7,LAC,LV,0.6089,0.6862,3.5,1.533,-2.624,4.0,2.0,77.0,4.0,29.0,37.0,0.0,0.0
backfill-2015,2015_07_PHI_CAR,2015,7,CAR,PHI,0.6578,0.6393,3.0,2.457,-1.275,4.0,2.0,71.0,0.0,27.0,16.0,1.0,1.0
backfill-2015,2015_07_PIT_KC,2015,7,KC,PIT,0.4197,0.3897,4.0,1.046,3.013,2.0,3.0,58.0,7.0,23.0,13.0,1.0,0.0
backfill-2015,2015_07_TB_WAS,2015,7,WAS,TB,0.6023,0.596,3.0,-0.848,-2.224,5.0,3.0,64.0,5.0,31.0,30.0,1.0,1.0
backfill-2015,2015_07_BAL_ARI,2015,7,ARI,BAL,0.6939,0.6936,10.0,5.671,0.116,2.0,3.0,,,26.0,18.0,1.0,1.0
backfill-2015,2015_08_MIA_NE,2015,8,NE,MIA,0.8818,0.8604,8.0,9.259,-0.374,3.0,0.0,58.0,10.0,36.0,7.0,1.0,1.0
backfill-2015,2015_08_ARI_CLE,2015,8,CLE,ARI,0.2622,0.2781,-7.0,-1.489,5.715,3.0,2.0,58.0,21.0,20.0,34.0,0.0,1.0
backfill-2015,2015_08_CIN_PIT,2015,8,PIT,CIN,0.4837,0.484,1.0,7.448,3.777,4.0,0.0,62.0,11.0,10.0,16.0,0.0,1.0
backfill-2015,2015_08_DET_KC,2015,8,KC,DET,0.7463,0.6808,3.0,2.338,-0.716,3.0,1.0,50.0,2.0,45.0,10.0,1.0,1.0
backfill-2015,2015_08_GB_DEN,2015,8,DEN,GB,0.5517,0.5513,-2.5,-3.402,6.158,2.0,0.0,61.0,9.0,29.0,10.0,1.0,1.0
backfill-2015,2015_08_MIN_CHI,2015,8,CHI,MIN,0.3732,0.3552,-1.0,0.291,1.538,1.0,4.0,62.0,11.0,20.0,23.0,0.0,1.0
backfill-2015,2015_08_NYG_NO,2015,8,NO,NYG,0.6019,0.5341,3.0,0.679,5.424,3.0,4.0,,,52.0,49.0,1.0,1.0
backfill-2015,2015_08_NYJ_OAK,2015,8,LV,NYJ,0.4132,0.4525,-3.0,-0.151,5.39,1.0,4.0,68.0,8.0,34.0,20.0,1.0,0.0
backfill-2015,2015_08_SD_BAL,2015,8,BAL,LAC,0.6966,0.6245,4.5,2.407,2.195,3.0,5.0,63.0,10.0,29.0,26.0,1.0,1.0
backfill-2015,2015_08_SEA_DAL,2015,8,DAL,SEA,0.3678,0.3983,-4.5,-3.566,0.93,1.0,0.0,,,12.0,13.0,0.0,1.0
backfill-2015,2015_08_SF_STL,2015,8,LA,SF,0.6044,0.5925,8.0,-3.685,-0.026,1.0,1.0,,,27.0,6.0,1.0,1.0
backfill-2015,2015_08_TB_ATL,2015,8,ATL,TB,0.7655,0.7992,8.0,1.792,-0.225,2.0,6.0,,,20.0,23.0,0.0,0.0
backfill-2015,2015_08_TEN_HOU,2015,8,HOU,TEN,0.7568,0.7334,3.5,0.356,-3.37,5.0,3.0,,,20.0,6.0,1.0,1.0
backfill-2015,2015_08_IND_CAR,2015,8,CAR,IND,0.7245,0.7254,5.0,0.827,0.2,4.0,4.0,60.0,7.0,29.0,26.0,1.0,1.0
backfill-2015,2015_09_CLE_CIN,2015,9,CIN,CLE,0.9067,0.8808,13.0,3.66,-2.563,1.0,6.0,71.0,4.0,31.0,10.0,1.0,1.0
backfill-2015,2015_09_ATL_SF,2015,9,SF,ATL,0.3684,0.4652,-9.5,-6.562,2.186,4.0,4.0,58.0,0.0,17.0,16.0,1.0,0.0
backfill-2015,2015_09_DEN_IND,2015,9,IND,DEN,0.3218,0.3026,-3.5,0.157,-3.186,2.0,2.0,,,27.0,24.0,1.0,0.0
backfill-2015,2015_09_GB_CAR,2015,9,CAR,GB,0.538,0.5324,-2.0,0.11,4.613,2.0,0.0,57.0,10.0,37.0,29.0,1.0,1.0
backfill-2015,2015_09_JAX_NYJ,2015,9,NYJ,JAX,0.7732,0.7645,7.5,5.643,-1.024,2.0,1.0,56.0,10.0,28.0,23.0,1.0,1.0
backfill-2015,2015_09_MIA_BUF,2015,9,BUF,MIA,0.5924,0.6063,4.0,0.35,-1.134,2.0,3.0,49.0,7.0,33.0,17.0,1.0,1.0
backfill-2015,2015_09_NYG_TB,2015,9,TB,NYG,0.394,0.391,-1.5,0.505,6.524,3.0,5.0,80.0,3.0,18.0,32.0,0.0,1.0
backfill-2015,2015_09_OAK_PIT,2015,9,PIT,LV,0.7236,0.7109,6.0,6.179,0.215,2.0,1.0,54.0,5.0,38.0,35.0,1.0,1.0
backfill-2015,2015_09_PHI_DAL,2015,9,DAL,PHI,0.4508,0.5218,-3.0,-3.674,-0.961,0.0,1.0,,,27.0,33.0,0.0,1.0
backfill-2015,2015_09_STL_MIN,2015,9,MIN,LA,0.6758,0.6445,2.0,0.728,-3.462,3.0,1.0,51.0,14.0,21.0,18.0,1.0,1.0
backfill-2015,2015_09_TEN_NO,2015,9,NO,TEN,0.8396,0.8146,7.0,3.54,-0.115,5.0,2.0,,,28.0,34.0,0.0,0.0
backfill-2015,2015_09_WAS_NE,2015,9,NE,WAS,0.936,0.9202,13.5,10.79,0.765,4.0,0.0,54.0,12.0,27.0,10.0,1.0,1.0
backfill-2015,2015_09_CHI_SD,2015,9,LAC,CHI,0.6483,0.6572,3.5,3.548,1.847,6.0,3.0,63.0,9.0,19.0,22.0,0.0,0.0
backfill-2015,2015_10_BUF_NYJ,2015,10,NYJ,BUF,0.6325,0.5412,2.5,3.502,1.107,5.0,1.0,60.0,16.0,17.0,22.0,0.0,0.0
backfill-2015,2015_10_ARI_SEA,2015,10,SEA,ARI,0.5295,0.6085,3.0,0.231,7.096,1.0,0.0,49.0,0.0,32.0,39.0,0.0,0.0
backfill-2015,2015_10_CAR_TEN,2015,10,TEN,CAR,0.2679,0.1787,-3.5,2.546,0.198,2.0,1.0,57.0,2.0,10.0,27.0,0.0,1.0
backfill-2015,2015_10_CHI_STL,2015,10,LA,CHI,0.709,0.6991,7.5,-3.834,2.464,1.0,1.0,,,13.0,37.0,0.0,0.0
backfill-2015,2015_10_CLE_PIT,2015,10,PIT,CLE,0.8554,0.8176,7.0,1.196,-2.639,4.0,3.0,61.0,12.0,30.0,9.0,1.0,1.0
backfill-2015,2015_10_DAL_TB,2015,10,TB,DAL,0.3984,0.3924,-1.0,0.869,-3.612,4.0,2.0,79.0,13.0,10.0,6.0,1.0,0.0
backfill-2015,2015_10_DET_GB,2015,10,GB,DET,0.8396,0.8334,10.5,3.295,-1.709,0.0,1.0,55.0,7.0,16.0,18.0,0.0,0.0
backfill-2015,2015_10_JAX_BAL,2015,10,BAL,JAX,0.8174,0.7834,4.0,2.957,0.277,1.0,1.0,60.0,10.0,20.0,22.0,0.0,0.0
backfill-2015,2015_10_KC_DEN,2015,10,DEN,KC,0.753,0.7526,4.0,-2.191,3.373,1.0,3.0,64.0,5.0,13.0,29.0,0.0,0.0
backfill-2015,2015_10_MIA_PHI,2015,10,PHI,MIA,0.6826,0.7211,5.5,-0.661,-0.686,2.0,2.0,59.0,13.0,19.0,20.0,0.0,0.0
backfill-2015,2015_10_MIN_OAK,2015,10,LV,MIN,0.4753,0.4176,3.0,2.467,0.956,2.0,2.0,62.0,31.0,14.0,30.0,0.0,1.0
backfill-2015,2015_10_NE_NYG,2015,10,NYG,NE,0.2827,0.2655,-7.0,4.824,10.561,5.0,4.0,60.0,8.0,26.0,27.0,0.0,1.0
backfill-2015,2015_10_NO_WAS,2015,10,WAS,NO,0.4285,0.4417,-1.0,0.274,3.259,0.0,4.0,61.0,5.0,47.0,14.0,1.0,0.0
backfill-2015,2015_10_HOU_CIN,2015,10,CIN,HOU,0.8336,0.8289,10.0,5.119,0.902,1.0,2.0,53.0,4.0,6.0,10.0,0.0,0.0
backfill-2015,2015_11_TEN_JAX,2015,11,JAX,TEN,0.5575,0.6,3.0,-0.086,2.438,4.0,3.0,75.0,5.0,19.0,13.0,1.0,1.0
backfill-2015,2015_11_CIN_ARI,2015,11,ARI,CIN,0.6712,0.5752,4.0,6.566,4.639,2.0,3.0,,,34.0,31.0,1.0,1.0
backfill-2015,2015_11_DAL_MIA,2015,11,MIA,DAL,0.5824,0.5683,-2.5,-1.698,6.426,3.0,3.0,74.0,10.0,14.0,24.0,0.0,0.0
backfill-2015,2015_11_DEN_CHI,2015,11,CHI,DEN,0.3684,0.3188,-2.5,2.343,-0.952,1.0,2.0,29.0,9.0,15.0,17.0,0.0,1.0
backfill-2015,2015_11_GB_MIN,2015,11,MIN,GB,0.5698,0.526,-1.0,0.322,2.875,0.0,1.0,30.0,8.0,13.0,30.0,0.0,0.0
backfill-2015,2015_11_IND_ATL,2015,11,ATL,IND,0.6412,0.5564,3.5,1.026,0.177,1.0,3.0,,,21.0,24.0,0.0,0.0
backfill-2015,2015_11_KC_SD,2015,11,LAC,KC,0.3523,0.3471,-3.0,3.657,2.014,1.0,2.0,87.0,4.0,3.0,33.0,0.0,1.0
backfill-2015,2015_11_NYJ_HOU,2015,11,HOU,NYJ,0.4824,0.5837,-4.0,-1.044,3.086,2.0,1.0,,,24.0,17.0,1.0,0.0
backfill-2015,2015_11_OAK_DET,2015,11,DET,LV,0.5238,0.5801,-2.0,-1.043,2.183,1.0,2.0,,,18.0,13.0,1.0,1.0
backfill-2015,2015_11_SF_SEA,2015,11,SEA,SF,0.8329,0.7786,14.0,0.476,-4.349,2.0,1.0,46.0,6.0,29.0,13.0,1.0,1.0
backfill-2015,2015_11_STL_BAL,2015,11,BAL,LA,0.6707,0.6198,3.0,1.752,-2.885,1.0,1.0,47.0,14.0,16.0,13.0,1.0,1.0
backfill-2015,2015_11_TB_PHI,2015,11,PHI,TB,0.8009,0.7866,7.0,1.061,0.684,3.0,2.0,48.0,15.0,17.0,45.0,0.0,0.0
backfill-2015,2015_11_WAS_CAR,2015,11,CAR,WAS,0.8669,0.847,7.0,1.924,1.947,3.0,1.0,50.0,8.0,44.0,16.0,1.0,1.0
backfill-2015,2015_11_BUF_NE,2015,11,NE,BUF,0.8427,0.8301,7.0,10.195,0.457,3.0,1.0,29.0,8.0,20.0,13.0,1.0,1.0
backfill-2015,2015_12_CAR_DAL,2015,12,DAL,CAR,0.3305,0.3273,-1.0,5.87,3.23,2.0,1.0,,,14.0,33.0,0.0,1.0
backfill-2015,2015_12_CHI_GB,2015,12,GB,CHI,0.7697,0.8193,7.5,4.276,2.96,2.0,3.0,39.0,19.0,13.0,17.0,0.0,0.0
backfill-2015,2015_12_PHI_DET,2015,12,DET,PHI,0.4667,0.5106,3.0,-1.31,0.391,0.0,2.0,,,45.0,14.0,1.0,0.0
